"INDICATOR","HFA_221"

"HFA_221","Bronchitis/emphysema/asthma, all ages, per 100 000, by sex (age-standardized death rate)"

"UNIT_TYPE","Unit"
"DTH_100K","deaths per 100 000"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATE","Rate"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","WESTERN_BALKANS","ALL","2008","3.51"
"","WESTERN_BALKANS","ALL","2009","3.46"
"","WESTERN_BALKANS","ALL","2011","3.54"
"","WESTERN_BALKANS","ALL","2016","3.93"
"","WESTERN_BALKANS","ALL","2017","4.02"
"","WESTERN_BALKANS","ALL","2019","4.09"
"","WESTERN_BALKANS","ALL","2021","3.25"
"","WHO_EURO","ALL","1981","13.1"
"","WHO_EURO","ALL","1982","12.51"
"","WHO_EURO","ALL","1985","15.77"
"","WHO_EURO","ALL","1986","14.55"
"","WHO_EURO","ALL","1987","14.74"
"","WHO_EURO","ALL","1988","15.55"
"","WHO_EURO","ALL","1989","15.72"
"","WHO_EURO","ALL","1990","16.06"
"","WHO_EURO","ALL","1991","14.62"
"","WHO_EURO","ALL","1992","14.54"
"","WHO_EURO","ALL","1993","16.07"
"","WHO_EURO","ALL","1994","16.73"
"","WHO_EURO","ALL","1995","15.79"
"","WHO_EURO","ALL","1996","15.26"
"","WHO_EURO","ALL","1997","14.47"
"","WHO_EURO","ALL","1998","13.49"
"","WHO_EURO","ALL","1999","13.1"
"","WHO_EURO","ALL","2000","13.74"
"","WHO_EURO","ALL","2001","12.67"
"","WHO_EURO","ALL","2002","12.38"
"","WHO_EURO","ALL","2003","12.29"
"","WHO_EURO","ALL","2004","11.03"
"","WHO_EURO","ALL","2005","10.91"
"","WHO_EURO","ALL","2006","10.57"
"","WHO_EURO","ALL","2007","10.44"
"","WHO_EURO","ALL","2008","10.27"
"","WHO_EURO","ALL","2009","10.17"
"","WHO_EURO","ALL","2010","9.9"
"","WHO_EURO","ALL","2011","9.98"
"","WHO_EURO","ALL","2012","9.73"
"","WHO_EURO","ALL","2013","9.84"
"","WHO_EURO","ALL","2014","9.63"
"","WHO_EURO","ALL","2015","9.78"
"","WHO_EURO","ALL","2016","9.71"
"","WHO_EURO","ALL","2017","9.58"
"","WHO_EURO","ALL","2018","9.54"
"","WHO_EURO","ALL","2019","9.42"
"","WHO_EURO","ALL","2020","9.28"

"Last update","2024.10.07 15:10:22 GMT"
"Description","Bronchitis/emphysema/asthma, all ages, per 100 000, by sex (age-standardized death rate)"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_221?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2024. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
